"ID","PMNNO","ACCNO","GENERIC NAME","FL"
15263,"32123887",56805,"Polymer of acrylic acid, dioxoheteromonocycle, phthalic anhydride, propylene oxide and disubstituted toluene","XU"
15264,"32123895",56474,"Polymer of methacrylic acid, dioxoheteromonocycle, phthalic anhydride, propylene oxide and disubstituted diphenylmethane","XU"
15265,"32123895",220270,"Polymer of methacrylic acid, dioxoheteromonocycle, phthalic anhydride, propylene oxide and disubstituted diphenylmethane","XU"
15266,"32123903",39191,"Polymer of acrylic acid, dioxoheteromonocycle, propylene oxide and disubstituted diphenylmethane","XU"
15267,"32123903",182775,"Polymer of acrylic acid, dioxoheteromonocycle, propylene oxide and disubstituted diphenylmethane","XU"
15268,"32123911",50170,"Polymer of methacrylic acid, dioxoheteromonocycle, propylene oxide and disubstituted diphenylmethane","XU"
15269,"32123911",203146,"Polymer of methacrylic acid, dioxoheteromonocycle, propylene oxide and disubstituted diphenylmethane","XU"
15270,"32123929",37537,"Polymer of alkenoic acid, dioxo-heteromonocycle, phthalic anhydrideand propylene oxide","XU"
15271,"32123937",50841,"Polymer of alkenoic acid, dioxoheteromonocycle and propylene oxide","XU"
15272,"32123952",50830,"Polymer of alkenoic acid, dioxoheteromonocycle and propylene oxide","XU"
15273,"32123960",37548,"Polymer of alkenoic acid, dioxo-heteromonocycle, phthalic anhydrideand propylene oxide","XU"
15274,"32123978",47451,"Polymer of methacrylic acid, dioxoheteromonocycle, propylene oxide and disubstituted toluene","XU"
15275,"32129819",60298,"Distillates (petroleum), polymers with alkenes, glycerol, maleic anhydride, oiticica oil and rosin","XU"
15276,"32129843",36169,"Alkenes, steam-cracked distillates, polymers with aromatic hydrocarbons, formaldehyde, linseed oil, oiticica oil, phenol, .beta.-pinene and turpentine","XU"
15277,"32129850",33206,"Asphalt, polymer with bisphenol A, alkenes, p-tert-butylphenol, debenzenized steam-cracked petroleum naphtha, formaldehyde, gilsonite, linseed oil, olefins, petroleum distillates and pitch","XU"
15278,"32129900",66832,"Asphalt, polymer with bisphenol A, p-tert-butylphenol, cyclodienes,formaldehyde, gilsonite, linseed oil, petroleum distillates and pitch","XU"
15279,"32129926",62954,"Distillates, petroleum, polymers with cyclodienes, formaldehyde, linseed oil, oiticica oil, phenol, .beta.-pinene and turpentine","XU"
15280,"32130049",32452,"N-Heterocycle, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,1'-methylenebis[4-isocyanatobenzene] and 2,2'-[1,4-phenylbis(oxy)]bis[ethanol]","XU"
15281,"32130056",35177,"Carbonic dichloride, polymer with 4,4'-diisocyanato-3,3'-dimethyl-1,1'-biphenyl, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 4,4'-(methanetetrayldinitrilo)bis[3.5-bis(1-methylethyl)phenol], N-heterocycle and 2,2'-[1,3-phenylenebis(oxy)]bis[ethanol]","XU"
15282,"32136061",19137,"Polymer of tetrachloro derivative, alkylene oxide and ammonia","XU"
15283,"32136079",51208,"Tetrachlorosilane ethylene oxide alkyl derivative polymer","XU"
15284,"32136087",51219,"Tetrachlorosilane ethylene oxide alkyl derivative polymer","XU"
15285,"32136095",24034,"Tetrachlorosilane ethylene oxide carbomonocycle derivative polymer","XU"
15286,"32139131",38234,"Benzyloxy(dimethylheteromonocycle)",
15287,"32139610",39737,"Oxirane, methyl-, polymer with alkylbenzenedicarboxylates","XU"
15288,"32149023",67675,"Rosin, polymer with bisphenol A, substituted phenol, formaldehyde, glycerol, maleic anhydride and tung oil","XU"
15289,"32149809",34812,"Linseed oil, polymers with maleic anhydride, phenolic resin and butadiene-cyclopentadiene resin","XU"
15290,"32149890",32225,"Distillates (petroleum), hydrotreated middle, polymers with substituted benzene, modified alkyl phenolic resin, alkenes and olefins, linseed oil, methylcyclopentadiene, pentaerythritol and rosin","XU"
15291,"32152019",35791,"Polyphosphoric acids, alkyl esters, potassium salts",
15292,"32152027",31664,"Polyphosphoric acids, alkyl esters, compounds with ethanolamine",
15293,"32152035",38938,"Polyphosphoric acids, alkyl esters, compounds with diethanolamine",
15294,"32152043",31528,"Polyphosphoric acids, alkyl esters, compounds with triethanolamine",
15295,"32152050",33488,"Alkanol phosphite",
15296,"32153355",30467,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, potassium salts","XU"
15297,"32153371",36443,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, sodium salts","XU"
15298,"32153389",39588,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with ethanolamine",
15299,"32153397",32872,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with diethanolamine","XU"
15300,"32153405",38063,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with triethanolamine","XU"
15301,"32153413",37480,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with triethanolamine","XU"
15302,"32153421",38405,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with diethanolamine","XU"
15303,"32153439",33944,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, compounds with ethanolamine","XU"
15304,"32153447",35188,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, sodium salts","XU"
15305,"32153454",37640,"Polyphosphoric acids, esters with polyethylene glycol alkyl ether, potassium salts","XU"
15306,"32178014",29299,"1,5-Disulfo-2-naphthalenediazonium chloride, metal salt, reaction product with substituted naphthalene and 1-sulfo-2-naphthalenediazonium chloridemetal salt",
15307,"32178071",29028,"Reaction product of 3,3'-dichloro[1,1'-biphenyl]-4,4'-diamine dichloride and substituted-N-(substituted carbomonocycle) butanamide",
15308,"32178329",29200,"Hydrocarbon tall oil polymer","XU"
15309,"32178329",29266,"Cyclic and alkylated cyclic alkenes, indene, isoprene, piperylene, styrene, tall oil, vinyltoluene polymer","XU"
15310,"32178345",28821,"Maleic anhydride, 1-alkene mixture, calcium salt of mixed rosin acids polymer","XU"
15311,"32178436",67471,"Rosin, polymer with bisphenol A, glycerol, alkenedioic acid and tung oil","XU"
15312,"32178980",37979,"2-Propenoic acid, 2-methyl-, monoester with 1,2-propanediol, polymers with acrylic acid, acrylonitrile, butyl acrylate, alkylated formaldehyde-melamine polymer, 3-chloro-2-methyl-1-propene and styrene","XU"
15313,"32194029",57591,"Propylene glycol, substituted benzoic acid ester",
15314,"32194037",41000,"Propylene glycol, substituted benzoic acid polyester",
15315,"32194052",46016,"Alkyl pyrazinium salt",
15316,"32194060",47075,"Alkyl-aza-1-azoniabicyclo[2.2.2]octane salt",
15317,"32194078",53475,"(2-Hydroxyethyl)dimethylalkylammonium salt",
15318,"32194086",30503,"Propyltrimethylammonium salt",
15319,"32194128",41408,"Substituted pentyl-substitutedbenzoate",
15320,"32194169",36578,"Alkyl pyridinium salt",
15321,"32194177",39997,"Tetraethylammonium salt",
15322,"32194185",34594,"Ethyltrimethylammonium salt",
15323,"32194193",53306,"Butyltrimethylammonium salt",
15324,"32194201",30490,"Propyltrimethylammonium salt",
15325,"32194763",37162,"Tung oil, polymer with formaldehyde and substituted phenol","XU"
15326,"32194839",30514,"Hydrogenated fatty acids, polymers with pentaerythritol and phthalic anhydrides","XU"
15327,"32194896",30218,"Hydrogenated fatty acids, polymers with pentaerythritol and phthalic anhydrides","XU"
15328,"32194904",35202,"Hydrogenated carboxylic acids, polymers with benzoic acid, isophthalic acid, pentaerythritol, tall-oil fatty acids and trimethylolpropane","XU"
15329,"32194920",33262,"Rosin, polymer with formaldehyde, glycerol, phthalic anhydride, substituted alkane and tung oil","XU"
15330,"32194961",69171,"Fatty acids, soya, polymers with glycerol, pentaerythritol, silsesquioxanes, aryl, alkyl and phthalic anhydride","XU"
15331,"32220311",25297,"2-Alkenoyloxy-1-methylethyl phosphoric triamide",
15332,"32220469",13786,"Phosphorylated sorbitol derivative","XU"
15333,"32220709",28865,"Phosphate esters of polyhydroxyalkane",
15334,"32223281",49071,"Alkanol, mercapto-substituted",
15335,"32223299",41328,"Propanoic acid, 3-[tris[(substituted alkyl)thio]stannyl]butyl ester",
15336,"32223430",48023,"Propanoic acid, 3,3'-[bis[(substituted alkyl)thio]stannylene]bis-, dibutyl ester",
15337,"32227118",18327,"1-Sulfophenyl-3-alkyl-4-((1-sulfophenyl-3-alkyl-5-oxopyrazol-4-ylidine)methyl)-5-hydroxypyrazole, disodium salt",
15338,"32227134",28183,"2,2'-Disulfo-5,5'-dialkyl-4,4'-bis-[1-(4sulfophenyl)-3-alkyl-5-hydroxypyrazol-4-ylazo]biphenyl, tetrasodium salt",
15339,"32227167",14950,"3-Alkyl-2-[3-(3-alkyltetrahydrothiazolylidene)-1-propenyl]-4,5-dihydrothiazolium methosulfate",
15340,"32227415",55891,"Vegetable oil fatty acids reaction products with decyl alcohol distillation residues, alkenes, vegetable oil fatty acid esters, deodorizer distillates sulfated, sodium salt",
15341,"32227423",24341,"Sulfates of fatty acids esters, fatty acids and alkene parafins, sodium salt","XU"
15342,"32227431",24114,"Sulfates of marine oil, petroleum hydrocarbon oil, fatty acids and alkene-paraffins, sodium salt",
15343,"32227449",52234,"Alkyl ester of tall oil fatty acids, polymers with alkenes, sulfated, sodium salts","XU"
15344,"32227464",57966,"Alkyl ester of tall oil fatty acids",
15345,"32227472",53180,"Tall oil fatty acids, polymers with modified alkenes, alkyl ester of sperm oil and tall oil fatty acids, sulfated, sodium salts","XU"
15346,"32227563",52121,"Vinyl heteromonocycle, 2-substituted-alkyl methacrylate, methyl methacrylate polymer","XU"
15347,"32227571",39226,"Polyvinyl alcohol-graft acrylic acid, 2-hydroxydiaminoalkyl ester","XU"
15348,"32229734",12783,"Octadecanoic acid, [[bis(methoxymethyl)amino]heteromonocyclediyl]bis[[(methoxymethyl)imino]methylene] ester",
15349,"32229841",11837,"Condensation product of an alkanolamine with octadecanoic acid, [[bis(methoxymethyl)amino]heteromonocyclediyl]bis[[(methoxymethyl)imino]methylene]ester",
15350,"32229858",41748,"Condensation product of an alkanoic acid diglyceride with octadecanoic acid, [[bis(methoxymethyl)amino]-heteromonocycle-diyl]bis[[(methoxymethyl)imino]methylene] ester",
15351,"32268609",31608,"[(Benzothiazol-2-yl)azo]methylphenyloxo-heteromonocycle",
15352,"32268617",42332,"Chromate(1-), [4-[(substituted-2-hydroxyphenyl)azo]-alkyl-2-phenyl-3H-pyrazol-3-onato(2-)][3-[4-[(substituted-2- hydroxyphenyl)azo]-alkyl-5-oxo-1H-pyrazol-1-yl]benzenesulfonamidato(2-)]-",
15353,"32280513",44703,"Polyalkylenepolyamine, reaction products with epichlorohydrin, quaternized",
15354,"32280521",45717,"Reaction product of heteromonocycle and epichlorohydrin",
15355,"32280794",61837,"Propanol derivative, polymer with 1,1'-methylenebis[isocyanatobenzene], methyloxirane polymer with oxirane ether with propanediol derivative and oxybis[propanol]","XU"
15356,"32283004",22403,"(Dimethylamino)methoxymethyl heteropolycyclic(2H)one",
15357,"32286346",35075,"2-Imidazolidinone aldehyde condensation product","XU"
15358,"32296477",66445,"Fatty acids, soya, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU"
15359,"32296485",38110,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and sunflower oil","XU"
15360,"32296501",32156,"Silsesquioxanes, aryl and alkyl, polymers with adipic acid, isophthalic acid, isopropyltitanium salt, nonanoic acid, trimethylolethane and trimethylolpropane","XU"
15361,"32296519",68021,"Fatty acids, soya, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU"
15362,"32296527",68645,"Silsesquioxanes, aryl and alkyl, polymers with maleic anhydride, phthalic anhydride and soybean oil","XU"
15363,"32296535",65179,"Coconut oil, polymer with ethylene glycol, maleic anhydride, pentaerythritol, silsesquioxanes, aryl, alkyl and phthalic anhydride","XU"
15364,"32296543",60072,"Fatty acids, soya, polymers with bisphenol A, epichlorohydrin and aryl, alkyl silsesquioxanes","XU"
15365,"32296568",37639,"Silsesquioxanes, aryl and alkyl polymers with fumaric acid, pentaerythritol, phthalic anhydride and soybean oil","XU"
15366,"32296576",34787,"Silsesquioxanes, aryl and alkyl, polymers with maleic anhydride, phthalic anhydride, pentaerythritol, and soybean oil","XU"
15367,"32296592",38245,"Silsesquioxanes aryl and alkyl, polymers with ethylene glycol, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil","XU"
15368,"32296600",33955,"Silsesquioxanes, aryl and alkyl, polymers with fumaric acid, glycerol, pentaerythritol, phthalic anhydride and soybean oil","XU"
15369,"32296618",69739,"Silsesquioxanes, aryl, alkyl, polymers with glycerol, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil","XU"
15370,"32296626",67880,"Safflower oil, polymer with glycerol, maleic anhydride, pentaerythritol, silsesquioxanes aryl, alkyl, phthalic anhydride and soybean oil","XU"
15371,"32296642",63617,"Silsesquioxanes, aryl, alkyl, polymers with ethylene glycol, maleicanhydride, pentaerythritol, phthalic anhydride, soybean oil and sunflower oil","XU"
15372,"32296667",68065,"Silsesquioxanes, aryl, alkyl, polymers with maleic anhydride, pentaerythritol and soybean oil","XU"
15373,"32296675",68543,"Fatty acids, tall-oil, polymers with ethylene glycol, maleic anhydride, pentaerythritol, aryl, alkyl, silsesquioxanes, phthalic anhydride and soybean oil","XU"
15374,"32296683",62443,"Alkanedioic acid, polymer with 2-hydroxyethyl acetate, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and mixed alkanols","XU"
15375,"32296733",65715,"Rosin, modified, polymer with glycerine, maleic anhydride, pentaerythritol, phthalic anhydride, soybean oil and tung oil","XU"
15376,"32296741",61042,"Rosin, modified, polymer with glycerine, phthalic anhydride and soybean oil","XU"
15377,"32296758",69068,"Rosin modified, polymer with glycerol, phthalic anhydride and soybean oil","XU"
15378,"32296774",63468,"Fatty acids, tall-oil, polymers with glycerine, phthalic anhydride,modified rosin and soybean oil","XU"
15379,"32296808",33795,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and soybean oil","XU"
15380,"32296832",62421,"Fatty acids, tall-oil, polymers with pentaerythritol, aryl, alkyl silsesquioxanes and phthalic anhydride","XU"
15381,"32296840",37333,"Silsesquioxanes, aryl and alkyl, polymers with pentaerythritol, phthalic anhydride and soybean oil","XU"
15382,"32296857",62783,"Alkanedioic acid, polymer with 2-hydroxyethyl acetate, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and mixed alkanols","XU"
15383,"32296873",64950,"Fatty acid, saturated, polymers with coconut oil, ethylene glycol, glycerol, maleic anhydride, pentaerythritol and phthalic anhydride","XU"
15384,"32296899",67755,"Fatty acid, polymers with ethylene glycol, pentaerythritol and phthalic anhydride","XU"
15385,"32297012",95013,"Soybean oil, polymer with glycerine, phthalic anhydride, sunflower oil and modified rosin","XU"
15386,"32297012",66423,"Soybean oil, polymer with glycerine, phthalic anhydride, sunflower oil and modified rosin","XU"
15387,"32297038",65691,"2-Propenenitrile, polymer with alkene, substituted methylpropyl terminated, polymers with bisphenol A and epichlorohydrin","XU"
15388,"32297129",64756,"Resin acids and Rosin acids, polymd. esters with pentaerythritol, polymers with silsesquioxanes, aryl, alkyl","XU"
15389,"32297301",35280,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, isophthalic acid, nonanoic acid, trimethylolethane and trimethylolpropane","XU"
15390,"32297343",61268,"Linseed oil, polymer with ethylene glycol, pentaerythritol, phthalic anhydride and modified rosin","XU"
15391,"32297574",34572,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, diethylene glycol, isophthalic acid, trimethylolethane and trimethylolpropane","XU"
15392,"32297582",37184,"Silsesquioxanes, Siloxanes and Silicones, aryl, alkyl and alkoxy, polymers with adipic acid, ethylene glycol, isophthalic acid, nonanoic acid, trimethylolethane and trimethylolpropane","XU"
15393,"32297590",37731,"Siloxanes, Silicones, and Silsesquioxanes, aryl and alkoxy, polymers with adipic acid, nonanoic acid and trimethylolethane","XU"
15394,"32508368",40665,"(Z)-9- Octadecenoic acid dimer and nonanedioic acid polymer with mixed diamines","XU"
15395,"32510240",29051,"Reaction product of 4,4'-diamino[1,1'-biphenyl]-2,2'-disulfonic acid and substituted-N-carbomonocyclebutanamide",
15396,"32511172",22505,"5,5'-Carbonylbis-1,3-isobenzofurandione, compounds with substitutedheteromonocycle",
15397,"32511230",22414,"Bis(butyltin substituted mercaptide)(dimercapto alkyl) substituted sulfide",
15398,"32524019",16649,"Disubstituted aniline",
15399,"32524027",42014,"Disubstituted-1-naphthol",
15400,"32524043",22470,"Disubstituted toluene",
15401,"32524050",42003,"Disubstituted-1-naphthol",
15402,"32524068",21353,"Amino-(substituted)-naphthol salt",
15403,"32524076",41942,"Disubstituted-1-naphthol",
15404,"32524084",41997,"Disubstituted-1-naphthol",
15405,"32524118",20010,"Tetrasubstituted bis(2-phenylethenyl)benzene",
15406,"32524126",22061,"Disubstituted benzaldehyde",
15407,"32524159",41986,"Disubstituted-1-naphthol",
15408,"32524233",21240,"Alkoxy-(substituted)-naphthoquinone",
15409,"32524266",20769,"Trisubstituted pyrazolinone salt",
15410,"32524274",29437,"Trisubstituted pyrazolinone",
15411,"32524290",21159,"Disubstituted pyrazolinone salt",
15412,"32524373",19320,"Substituted-1-naphthol",
15413,"32524399",19206,"Disubstituted coumarin",
15414,"32524407",46152,"Trisubstituted-1-naphthol",
15415,"32524423",18510,"Disubstituted phenol",
15416,"32524431",21637,"Amino-(substituted)-phenol",
15417,"32524449",18076,"Nitro-(substituted)-phenol",
15418,"32524456",31437,"Disubstituted-1-naphthol salt",
15419,"32524480",46221,"Trisubstituted-1-naphthol",
15420,"32524498",17415,"Methyl-(substituted)-benzaldehyde",
15421,"32524522",41953,"Disubstituted-1-naphthol",
15422,"32524530",20009,"Tetrasubstituted bis(2-phenylethenyl)benzene",
15423,"32524548",20634,"Substituted benzaldehyde",
15424,"32524571",41908,"Disubstituted-1-naphthol",
15425,"32524621",41975,"Disubstituted-1-naphthol",
15426,"32524647",22196,"Vegetable oil, alkyl lardate and alkenes, chlorosulfurized",
15427,"32524662",41931,"Disubstituted-1-naphthol",
15428,"32524761",40132,"N-(disubstituted phenyl)-2-pivaloyl-2-substituted acetamide (PROVISIONAL)",
15429,"32524803",16218,"Substituted toluene",
15430,"32524829",16730,"Dialkoxy-(disubstituted)-benzene",
15431,"32526659",21422,"Methyl-(disubstituted)-aniline",
15432,"32526667",46163,"Trisubstituted-1-naphthol",
15433,"32527095",31244,"Disubstituted phenylhydrazine salt",
15434,"32527111",17993,"Disubstituted thiazole",
15435,"32527129",40643,"Trisubstituted acetanilide",
15436,"32527145",21784,"Trisubstituted benzothiazole salt",
15437,"32527202",19944,"Polymer of vinyl acetate and vinyl anhydride (PROVISIONAL)","XU"
15438,"32527228",40325,"(Sulfoalkyl)-cyanine dye derived from substituted benzothiazole andbenzothiazole salt",
15439,"32527764",40154,"Tetrasubstituted acetanilide",
15440,"32527772",19604,"Substituted carbocyanine dye derived from substituted benzothiazoleand benzothiazole salt",
15441,"32527954",17777,"Substituted-1-propenylbenzene",
15442,"32527970",20907,"Substituted-1-phenylpyrazole",
15443,"32527996",16445,"Chloro-(disubstituted)-phenol salt",
15444,"32528010",16434,"Chloro-(disubstituted)-phenol salt",
15445,"32528127",17642,"1,4-Bis(methoxyphenylazo)-(trisubstituted)-naphthalene salt",
15446,"32528184",17299,"Merodicarbocyanine dye derived from substituted benzothiazole and pyrimidine",
15447,"32529380",67879,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl), 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and N-heterocycle","XU"
15448,"32529422",214494,"Polyether polyol, polyoxypropylene glycol, silicone polycarbinol, isophorone diisocyanate-2-hydroxyethyl acrylate resin","XU"
15449,"32536138",36034,"1,4-Butanediol, polymer with 1,1'-methylenebis(4-substituted cyclohexane) and Niax Polyol PCP 0210*","XU"
15450,"32536153",47417,"Dibasic acid, polymer with 1,6-hexanediol and 2,2'-oxybisethanol","XU"
15451,"32536161",31799,"Carbonic acid, polymer with hexanedioic acid, 5-substituted-1-(aminomethyl)-1,3,3-trimethylcyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU"
15452,"32536187",50921,"Hexanedioic acid, polymer with 1,3-disubstituted methylbenzene, 1,3-butanediol, N-butyl-1-butanamine, 1,2-ethanediamine, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU"
15453,"32536211",51480,"Hexanedioic acid, polymer with 5-substituted-1-(isocyanatomethyl)- 1,3,3-trimethylcyclohexane, 1,6-hexanediol, hydrazine hydrate and 2,2-dimethyl-1,3-propanediol","XU"
15454,"32536229",47520,"Hexanedioic acid, polymer with butyl 2-propenoate, 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol, 2-hydroxyethyl 2-propenoate, 4,4'-methylenebis(cyclohexanamine) and 1,3-disubstituted methylbenzene","XU"
15455,"32536237",39088,"Carbonic acid, polymer with 1,6-hexanediol, 2-hydroxyethyl 2-propenoate and 1,1'-methylenebis(4-substituted cyclohexane)","XU"
15456,"32536252",48965,"1,3-Benzenedicarboxylic acid, polymer with hexanedioic acid, 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,3-butanediol, 1,6-hexanediol and 1,1'-methylenebis(4-substituted cyclohexane)","XU"
15457,"32536286",55153,"Dibasic acid, polymer with 1,6-hexanediol and 1,5-pentanediol","XU"
15458,"32536294",49515,"Carbonic acid, polymer with alkanediol","XU"
15459,"32536302",45740,"Carbonic acid, polymer with 1,4-butanediol, 1,6-hexanediol and methylenebis(4-substituted cyclohexane)","XU"
15460,"32536310",35111,"Carbonic acid, polymer with butanediol, Niax Polyol PCP 301*, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and methylenebis(substituted cyclohexane)","XU"
15461,"32536328",33308,"Carbonic acid, polymer with hexanedioic acid, 5-substituted -1-(substituted methyl)-1,3,3- trimethylcyclohexane, methylenebis(4-cyclohexyl isocyanate), 1,6-hexanediol and 2,2'-dimethyl-1,3-propanediol","XU"
15462,"32536336",31788,"Carbonic acid, polymer with hexanedioic acid, 5-substituted-1-(aminomethyl)-1,3,3-trimethylcyclohexane, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1,6-hexanediol and 2,2-dimethyl-1,3-propanediol","XU"
15463,"32539603",27282,"Sulfanilic acid diazotized, coupling products with polyhydroxy diphenylmethane, derivative",
15464,"32539629",32009,"Bis(substituted phenylazo)-, (substituted disulfonaphthylazo)-dihydroxybenzene, iron complex, sodium salt",
15465,"32542003",27055,"Disubstituted benzene, bis(sulfonaphthyl)azo-, sodium salt",
15466,"32813263",61859,"Fatty acids, tall-oil, conjugated, polymers with modified rosin andsafflower oil","XU"
15467,"32813297",61791,"Rosin, modified, polymer with pentaerythritol, compd. with morpholine","XU"
15468,"32815664",19160,"4-[[4-[4-(disubstitutedamino)phenylazo]phenyl]azo]benzenesulfonic acid, sodium salt",
15469,"32815672",12976,"4-[4-(4-Substituted phenylazo)phenylazo]benzenesulfonic acid, sodium salt",
15470,"32816209",69080,"1H-Imidazole-1-ethanol, 4,5-dihydro-2-nortall oil alkyl derivativescompd. with polyethylene phosphate",
15471,"32817694",67062,"Ethanol, 2-amino-, compd. with polyethylene derivative","XU"
15472,"32817835",36783,"Poly(oxyethanediyl), .alpha.-substituted benzene-.omega.-hydroxy-, sodium salt","XU"
15473,"32817835",60061,"Poly(oxyethanediyl), .alpha.-substituted benzene-.omega.-hydroxy-, sodium salt","XU"
15474,"32817918",34583,"Poly(oxy-1,2-ethanediyl), .alpha.-[substituted phenyl]-.omega.-hydroxy-, phosphate, potassium salt","XU"
15475,"32830275",44145,"Trifluoromethyl heteropolycyclic xanthenoquinolizinium perchlorate",
15476,"32830382",30809,"Phenol - formaldehyde resin derivative","XU"
15477,"32830457",33524,"Polyalkylene glycol ester of modified tall oil fatty acids","XU"
15478,"32830473",52347,"Amides from .alpha.-aminoalkyl-.omega.-(aminoalkoxy)poly(oxyalkanediyl) and fatty acids dimers","XU"
15479,"32830515",45433,"Polyalkylene glycol ester with alkyl-cyclohexane-alkanedioic acid","XU"
15480,"32830523",45568,".alpha.-(8-Carboxy-1-oxooctyl)-.omega.-[(8-carboxy-1-oxooctyl)oxy]poly(oxyalkanediyl)","XU"
15481,"32832057",82021,"Tall oil fatty acid with 1,2-carboxylic anhydride, 5-carboxylic acid benzene with 2,2-dimethyl-3-hydroxypropionate with dialkoxy glycol polymer (PROVISIONAL)","XU"
15482,"32832073",83364,"2-Hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanedoyl)] ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1), 2-propenoate (PROVISIONAL)","XU"
15483,"32832198",49797,"Reaction product of rosin, fumaric acid, pentaerythritol resin withalkyl amine, zinc oxide, C12-C18 saturated fatty acid and ammonia","XU"
15484,"32832230",56952,"Polymer of laurolactam, hexamethylenediamine, substituted monocyclic amine, alkanedioic acids","XU"
15485,"32832248",30105,"Polymer of caprolactam, substituted hexamethylenediamine, dimer of alkenoic acid","XU"
15486,"32832255",32838,"Dialkyl phenol, reaction products with 2-(2-alkoxyethoxy)ethanol and Niagrosine Spirit Soluble",
15487,"32832271",58210,"Carbonic acid, polymer with 1,6-hexanediol, 5-substituted-1-substituted methyl-1,3,3-trimethylcyclohexane and p-menthane-1,8-diamine","XU"
15488,"32832297",33604,"Carbon acid, polymer with 1,6-hexanediol, methylenebis(4-substituted cyclohexane) and 5-amino-1-(aminomethyl)-1,3,3-trimethylcyclohexane","XU"
15489,"32832305",48932,"Carbonic acid, polymer with 1,6-hexanediol, 5-substituted -1-(substituted methyl)-1,3,3-trimethylcyclohexane and 5-amino-1-(aminomethyl)-1,3,3-trimethylcyclohexane","XU"
15490,"32832362",38983,"Neopentyl glycol, 2-ethylhexanol, alkane dibasic acids polyester","XU"
15491,"32832370",55733,"Propylene glycol, 2-ethylhexanol, phthalic anhydride and alkane dibasic acids polyester","XU"
15492,"32832479",53908,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",
15493,"32832628",31937,"Hydrolized polymer of substituted sulfonic acid and ethenyl acetate","XU"
15494,"32832651",53942,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",
15495,"32832677",53931,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",
15496,"32832891",48294,"Ammonium metallosilicate",
15497,"32832982",53919,"Acetanilide, 2-[(2-chloro-4-nitrophenyl)azo]-5-bis[(2-hydroxyethyl)amino] derivative",
15498,"32833006",47257,"Hydrogen metallosilicate",
15499,"32833204",19477,"Octadecanoic acid, 2-mercaptoethyl ester, metal salt",
15500,"32833212",20509,"Alkanoic acid, (methylstannylidyne)tris(thioethanediyl) ester",
15501,"32833568",46243,"Monobutyltin (alkylmercaptoacetate ester), derivative polymer","XU"
15502,"32833576",56623,"(Polyisobutenyl)dihydro-2,5-furandione, reaction products with substituted phosphinodithioic acid, zinc salts",
15503,"32833733",54876,"Alkylenebis(phenyleneoxy)bis[di(hydroxyalkyl)amino]-2-alkanol",
15504,"32833741",34254,"1-[Bis(hydroxyalkyl)amino]-[3-[[3-alkyl(2-hydroxyalkyl)amino]-2-hydroxypropoxyphenyl]alkylenephenoxy]-2-alkanol",
